,Proteomics,MIF,Druggability,Structure,MSF,TM,Target,Essential,prediction,Product Description,Gene Name or Symbol
PF3D7_0722100,0.6642836717186159,0.9880666666666666,0.13,0.8709677419354839,0.8723000000000001,0.0,0,0.0,0.11173211874467862,"protein pelota homolog, putative",PELO
PF3D7_0722300,0.2293394338004003,0.5398333333333334,0.722,0.14004914004914,-1.9307,0.0,0,0.0,0.04322143334094923,"ubiquitin carboxyl-terminal hydrolase, putative",
PF3D7_0722400,0.6642836717186159,0.1222666666666666,0.406,0.8982188295165394,-2.3511,0.0,0,1.0,0.7967854444570615,"Obg-like ATPase 1, putative",OLA1
PF3D7_0722500,0.8169859879897055,0.9237,0.6005,0.4295532646048109,0.27385,0.0,0,0.0,0.1061439836452159,"pre-mRNA-splicing factor CWC15, putative",CWC15
PF3D7_0722600,0.6642836717186159,0.6087333333333333,0.1355,0.6710963455149501,0.488,0.0,0,1.0,0.20913594232018368,"U3 small nucleolar RNA-associated protein 7, putative",UTP7
PF3D7_0722700,0.2293394338004003,0.163,0.455,0.7848101265822784,0.0,1.0,0,1.0,0.155199686488549,respiratory chain complex 3 associated protein 1,C3AP1
PF3D7_0722800,0.2293394338004003,0.9752666666666666,0.921,0.1208981001727115,0.4657499999999999,0.0,0,0.0,0.02100230871867995,"conserved protein, unknown function",
PF3D7_0723000,0.7273377180440378,0.1874,0.179,0.7993311036789298,-2.13565,0.0,0,1.0,0.6542599078358634,"tRNAHis guanylyltransferase, putative",
PF3D7_0723100,0.2293394338004003,0.978,0.9395,0.5206073752711496,1.12535,0.0,0,0.0,0.053768242478287105,"protein CPH1, putative",CPH1
PF3D7_0723200,0.2293394338004003,0.9528333333333334,0.3785,0.8435754189944135,0.5974499999999999,0.0,0,0.0,0.08461395993655556,"conserved Plasmodium protein, unknown function",
PF3D7_0723300,0.5932227623677437,0.9259666666666666,1.0,0.2931818181818181,-0.4196500000000001,0.0,0,0.0,0.1538087425540001,"conserved protein, unknown function",
PF3D7_0723600,0.2293394338004003,0.1431666666666666,0.0955,0.7516778523489933,-2.40565,0.0,0,1.0,0.3676529807680811,"proteasome assembly chaperone 4, putative",
PF3D7_0723800,0.7273377180440378,0.1107333333333333,0.8355,0.0401826484018264,-2.2587,0.0,0,1.0,0.27765692502778117,"apicomplexan kinetochore protein 1, putative",AKIT1
PF3D7_0723900,0.8096123587469604,0.9163333333333332,0.697,0.3101472995090016,0.2542,0.0,0,0.0,0.08327329442280784,"RNA-binding protein, putative",
PF3D7_0724000,0.5413211323991993,0.3964666666666667,0.873,0.1627066115702479,-0.63255,7.0,0,1.0,0.16703661805242787,"Rab GTPase activator and protein kinase, putative",
PF3D7_0724200,0.7436374034887046,0.1545,0.09,0.6955503512880562,-2.4289,0.0,0,1.0,0.5705638878688948,"type 2A phosphatase-associated protein 42, putative",TAP42
PF3D7_0724300,0.7273377180440378,0.5337000000000001,0.526,0.7724550898203593,-1.78525,0.0,0,0.0,0.42578039886834546,"ubiquinone biosynthesis O-methyltransferase, putative",COQ3
PF3D7_0724400,0.6642836717186159,0.1211333333333333,0.502,0.5304347826086957,-2.80885,0.0,0,1.0,0.638702389440976,"mitochondrial import inner membrane translocase subunit TIM14, putative",PAM18
PF3D7_0724500,0.2293394338004003,0.7233666666666666,0.4765,0.5493421052631579,-0.1180499999999999,0.0,0,1.0,0.23032000277879885,"conserved Plasmodium protein, unknown function",
PF3D7_0724800,0.2293394338004003,0.9942,0.6125,0.6721763085399449,0.93405,0.0,0,0.0,0.06002894696999566,"kelch domain-containing protein, putative",
PF3D7_0724900,0.2293394338004003,1.0,0.9055,0.1649973642593568,1.3493499999999998,0.0,0,0.0,0.012199410388214364,"kinesin-20, putative",
PF3D7_0725000,0.5579067772376323,0.9976666666666666,0.4205,0.2984409799554566,0.74335,0.0,0,0.0,0.023950870325032028,"exonuclease I, putative",
PF3D7_0725100,0.8096123587469604,0.3043666666666666,0.737,0.1567258883248731,-0.32975,5.0,0,1.0,0.14136581517582836,"conserved Plasmodium membrane protein, unknown function",
PF3D7_0725200,0.7505364039479331,0.6892999999999999,0.288,0.9594594594594594,-1.4861,0.0,0,0.0,0.5149334433929968,"mago nashi protein homologue, putative",
PF3D7_0725300,0.8204175007148985,0.1232666666666666,0.3815,0.6569987389659521,-2.31565,0.0,0,1.0,0.6681012348848222,"WD repeat-containing protein, putative",
PF3D7_0725400,0.6308110427692748,0.2259333333333333,0.2405,0.4954128440366973,-2.39365,0.0,0,1.0,0.4356874732898694,"conserved Plasmodium protein, unknown function",
PF3D7_0726300,0.2293394338004003,0.1024,0.8195,0.3887218045112782,-2.3463,0.0,0,1.0,0.35240874678870443,"DNA mismatch repair protein PMS1, putative",PMS1
PF3D7_0726800,0.2293394338004003,0.3185333333333333,0.2339999999999999,0.9532710280373832,-0.02695,3.0,0,1.0,0.23779618210821604,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2, putative",OST2
PF3D7_0726900,0.2293394338004003,0.4404666666666667,0.8355,0.5202312138728323,0.2077999999999999,0.0,0,1.0,0.18321993528466313,"mitochondrial import inner membrane translocase subunit TIM50, putative",TIM50
PF3D7_0727000,0.6331140977981127,0.7104666666666667,0.496,0.5034423407917383,-0.2177,0.0,0,0.0,0.07806749191503995,"vacuolar protein sorting-associated protein 53, putative",VPS53
PF3D7_0727100,0.6642836717186159,0.522,0.857,0.1444652908067542,-0.2512000000000001,0.0,0,1.0,0.1915165623653712,"conserved protein, unknown function",
PF3D7_0727300,0.2293394338004003,0.9887,0.3165,0.4915014164305949,1.37245,0.0,0,0.0,0.012369104780599887,DNA (cytosine-5)-methyltransferase,DNMT
PF3D7_0727400,0.7436374034887046,0.4003666666666667,0.1615,0.90625,-0.8232,0.0,0,0.0,0.17114689086533288,"proteasome subunit alpha type-5, putative",
PF3D7_0727500,0.2293394338004003,0.1021333333333333,0.231,0.4455445544554455,-2.55615,1.0,0,1.0,0.199990044077534,"mTERF domain-containing protein, putative",
PF3D7_0727600,0.2293394338004003,0.1130666666666666,0.667,0.3838678328474247,-2.41565,0.0,0,1.0,0.3006370761779488,"conserved Plasmodium protein, unknown function",
PF3D7_0727700,0.2293394338004003,0.1156999999999999,0.858,0.0271966527196652,-2.37805,0.0,0,1.0,0.13948585162701443,"conserved Plasmodium protein, unknown function",
PF3D7_0727800,0.8169859879897055,0.1720666666666666,0.9245,0.3983315954118874,-0.95135,12.0,0,1.0,0.4096595719147327,"cation transporting ATPase, putative",
PF3D7_0727900,0.8204175007148985,0.989,0.688,0.0868434737389495,1.4195,2.0,0,0.0,0.016910992324258564,"conserved Plasmodium protein, unknown function",
PF3D7_0728000,0.7436374034887046,0.1003,0.2545,0.7659574468085106,-2.8495,0.0,0,1.0,0.7507212293865511,eukaryotic translation initiation factor 2 subunit alpha,eIF2alpha
PF3D7_0728200,0.2293394338004003,0.9983333333333334,0.1684999999999999,0.6141304347826086,0.8520499999999999,1.0,0,0.0,0.022543177681964538,"actin-like protein, putative",ALP3
PF3D7_0728400,0.2293394338004003,0.9370333333333332,0.382,0.8412698412698413,-1.27425,0.0,0,0.0,0.29904883045346703,"SDH5 domain-containing protein, putative",
PF3D7_0728500,0.2293394338004003,0.9749666666666666,0.003,0.7762237762237763,0.727,0.0,0,0.0,0.03144598064243203,"EF hand domain-containing protein, putative",
PF3D7_0728700,0.2293394338004003,0.7360333333333333,0.495,0.3791666666666666,0.1601000000000001,0.0,0,1.0,0.11845770837387487,"alpha/beta hydrolase, putative",
PF3D7_0728800,0.8169859879897055,0.1628,0.8315,0.0665236051502145,-2.7492,0.0,0,1.0,0.45786654005899635,"conserved Plasmodium protein, unknown function",
PF3D7_0728900,0.68974395651552,0.4650333333333334,0.09,0.6056910569105691,0.4305999999999998,0.0,0,1.0,0.1329797925592705,"RNA-binding protein, putative",
PF3D7_0729100,0.8204175007148985,0.3769,0.5285,0.1406976744186046,-1.6051,0.0,0,0.0,0.049875606958069425,"apicomplexan kinetochore protein 8, putative",AKIT8
PF3D7_0729200,0.6642836717186159,0.9447666666666666,0.2695,0.7958333333333333,-0.0860499999999999,1.0,0,0.0,0.2007935391682621,1-cys peroxiredoxin,AOP
PF3D7_0729300,0.6642836717186159,0.4341666666666666,0.2395,0.4684684684684684,0.2301499999999998,0.0,0,1.0,0.11508068710098025,"60S ribosomal export protein NMD3, putative",NMD3
PF3D7_0729400,0.6642836717186159,0.2056666666666666,0.2324999999999999,0.5961538461538461,-0.2883500000000001,0.0,0,1.0,0.16251454079539174,"ribosome biogenesis protein BRX1, putative",
PF3D7_0729500,0.8169859879897055,0.1349,0.6085,0.3868421052631579,-2.4049,0.0,0,1.0,0.5584294711866657,N6-adenosine-methyltransferase MT-A70,MT-A70
PF3D7_0729600,0.68974395651552,0.5722499999999999,0.6055,0.6441717791411042,1.6095,0.0,0,0.0,0.030819352392593254,"COX assembly mitochondrial protein, putative",CMC1
PF3D7_0729700,0.2293394338004003,0.0939,0.4745,0.3665835411471321,-2.62075,0.0,0,1.0,0.2394865532294503,"zinc finger protein, putative",
PF3D7_0729800,0.2293394338004003,0.2464666666666667,0.12,0.9896907216494846,-2.5541,0.0,0,1.0,0.6762042798234104,"dynein light chain, putative",
PF3D7_0730000,0.2293394338004003,0.3311666666666666,0.38,0.7241379310344828,-2.6034,1.0,0,1.0,0.6162957845980612,"conserved protein, unknown function",
PF3D7_0730100,0.2293394338004003,0.998,0.198,0.6209677419354839,1.0839,0.0,0,0.0,0.02042439996801285,"tRNA pseudouridine synthase D, putative",
PF3D7_0730200,0.7273377180440378,0.4180999999999999,0.2055,0.7715617715617715,-0.5367000000000001,0.0,0,1.0,0.4372943272984462,"AP-4 complex subunit beta, putative",
PF3D7_0730300,0.93937660852159,0.8433333333333334,0.3695,0.2299023290758828,-0.4573500000000001,0.0,0,0.0,0.0661029417917432,"AP2 domain transcription factor AP2-L, putative",ApiAP2
PF3D7_0801500,0.7436374034887046,0.2459333333333333,0.248,0.7140255009107468,-1.9166,0.0,0,1.0,0.6062078372050353,"nucleolar protein 10, putative",NOL10
PF3D7_0801600,0.2293394338004003,0.7899333333333334,0.5495,0.544,-1.8069,1.0,0,0.0,0.18096558398074095,"conserved protein, unknown function",
PF3D7_0801800,0.6331140977981127,0.9249666666666666,0.1385,0.4470820969337289,-0.1323499999999999,1.0,0,0.0,0.04755282084122942,"mannose-6-phosphate isomerase, putative",
PF3D7_0802000,0.8204175007148985,0.3784666666666667,0.8140000000000001,0.6664280601288475,-2.2578500000000004,0.0,0,0.0,0.528194609941746,"glutamate dehydrogenase, putative",GDH3
PF3D7_0802200,0.6331140977981127,0.8911666666666666,0.1415,0.9954545454545456,0.34115,0.0,0,0.0,0.19553682062144956,1-cys peroxiredoxin,1-CysPxn
PF3D7_0802300,0.68974395651552,0.1244,0.3385,0.6458519179304193,-2.28485,0.0,0,1.0,0.5735078802790194,"periodic tryptophan protein 2, putative",PWP2
PF3D7_0802500,0.68974395651552,0.7424333333333334,0.7995,0.3544749823819591,-0.5942,2.0,0,0.0,0.12411494452996649,"inositol 5-phosphatase, putative",
PF3D7_0802600,0.68974395651552,0.1459666666666666,0.843,0.1926283457656867,-2.1521,0.0,1,1.0,0.386543632196053,adenylyl cyclase beta,ACbeta
PF3D7_0802700,0.2293394338004003,0.9953333333333332,0.4385,0.0707317073170731,0.4545500000000001,0.0,0,0.0,0.007240333483490777,"conserved Plasmodium protein, unknown function",
PF3D7_0802800,0.7505364039479331,0.1437333333333333,0.497,0.6208609271523179,-2.2179,0.0,0,1.0,0.64980153535494,serine/threonine protein phosphatase 2B catalytic subunit A,CNA
PF3D7_0802900,0.2293394338004003,0.6199333333333333,0.5965,0.4296296296296296,-0.6933500000000001,0.0,0,1.0,0.23902994945833111,"conserved Plasmodium protein, unknown function",
PF3D7_0803000,0.7436374034887046,0.8425333333333334,0.131,0.4697193500738552,-0.5029,0.0,0,0.0,0.0710783776368772,peptidyl-prolyl cis-trans isomerase,CYP81
PF3D7_0803100,0.7436374034887046,0.423,0.5355,0.2755020080321285,-1.71875,0.0,0,1.0,0.39751307177977024,"U3 small nucleolar RNA-associated protein 14, putative",UTP14
PF3D7_0803200,0.6331140977981127,0.4217333333333333,0.663,0.4065934065934066,-1.8715,0.0,0,0.0,0.14908603240911208,"filament assembling protein, putative",
PF3D7_0803300,0.7436374034887046,0.7277666666666667,0.3025,0.7671232876712328,-0.3556500000000001,0.0,0,0.0,0.18221578012673573,"mitogen-activated protein kinase organizer 1, putative",MORG1
PF3D7_0803400,0.7273377180440378,0.9996666666666668,0.3229999999999999,0.8282828282828283,1.0377,0.0,0,0.0,0.1365929566419074,"DNA repair and recombination protein RAD54, putative",RAD54
PF3D7_0803500,0.7436374034887046,0.1634,0.742,0.1315610088616223,-2.11765,1.0,0,1.0,0.3136356495153726,"AAA family ATPase, putative",
PF3D7_0803600,0.7273377180440378,0.9975,0.5365,0.2182614133833646,4.9633,2.0,0,0.0,0.0009125859308592583,"GRAM domain-containing protein, putative",
PF3D7_0803700,0.7273377180440378,0.2547999999999999,0.5465,0.9380530973451328,-1.98275,0.0,0,1.0,0.8688143316958462,tubulin gamma chain,g-tub
PF3D7_0803800,0.7505364039479331,0.1931,0.3095,0.8301886792452831,-2.02385,0.0,0,1.0,0.7255289000441073,proteasome subunit beta type-4,
PF3D7_0804000,0.7436374034887046,0.1843,0.3075,0.4975062344139651,-2.1036,0.0,0,1.0,0.4421641337924437,"cactin homolog, putative",
PF3D7_0804300,0.2293394338004003,0.8364333333333334,0.3145,0.2359550561797752,1.41185,0.0,0,0.0,0.0033536300360021065,"zinc finger protein, putative",
PF3D7_0804400,0.7273377180440378,0.4145999999999999,0.7705,0.4635135135135135,-1.7351,0.0,0,1.0,0.6695683715900254,"methionine aminopeptidase 1c, putative",METAP1c
PF3D7_0804800,0.68974395651552,0.4008666666666666,0.3195,0.8714285714285714,-2.09105,0.0,0,0.0,0.391553964153853,peptidyl-prolyl cis-trans isomerase,CYP24
PF3D7_0804900,0.8169859879897055,0.4421666666666666,0.0875,0.3604887983706721,-0.1995500000000001,0.0,0,0.0,0.017352079985175618,"GTPase-activating protein, putative",
PF3D7_0805000,0.2293394338004003,0.9087666666666668,0.3735,0.9387755102040816,0.5531999999999999,0.0,0,0.0,0.10949735266809146,"alpha/beta hydrolase, putative",
PF3D7_0805100,0.2293394338004003,0.9767666666666668,0.411,0.2332730560578662,0.2651000000000001,0.0,0,0.0,0.014020702874532599,"conserved protein, unknown function",
PF3D7_0805200,0.4896295236732942,0.929,0.2635,0.053763440860215,0.0,0.0,0,0.0,0.010121359901707875,"gamete release protein, putative",GAMER
PF3D7_0805400,0.2293394338004003,0.9626,0.511,0.7511111111111111,0.5083,0.0,0,0.0,0.0855553195307696,"N-acetyltransferase, GNAT family, putative",
PF3D7_0805600,0.6331140977981127,0.9685333333333332,0.2275,0.7337662337662337,0.0667499999999998,7.0,0,0.0,0.13073058728413922,phosphatidic acid phosphatase 2,PAP2
PF3D7_0805700,0.483414355161567,0.4278666666666667,0.4175,0.2525737817433082,-2.04615,0.0,0,0.0,0.050847763644646396,"serine/threonine protein kinase, FIKK family",FIKK8
PF3D7_0806000,0.8204175007148985,0.1121666666666666,0.973,0.2046204620462046,-2.2262500000000003,0.0,0,1.0,0.5202061206156922,"AAA family ATPase, putative",
PF3D7_0806100,0.2293394338004003,0.4138333333333333,0.3745,0.0829629629629629,-1.72525,0.0,0,1.0,0.07857131262835955,"conserved Plasmodium protein, unknown function",
PF3D7_0806200,0.2293394338004003,0.9901666666666666,0.5315,0.8359528487229863,0.1366999999999998,9.0,0,0.0,0.14946173085715062,Dpy-19-like C-mannosyltransferase,DPY19
PF3D7_0806300,0.68974395651552,0.3276666666666666,0.8420000000000001,0.5416666666666666,0.4486999999999999,1.0,0,1.0,0.2765989283699483,"ferlin-like protein, putative",FLP
PF3D7_0806400,0.2293394338004003,0.1887666666666666,0.1645,0.9491525423728814,-2.3494,0.0,0,1.0,0.5932216482826052,"UDP-N-acetylglucosamine transferase subunit ALG13, putative",ALG13
PF3D7_0806600,0.2293394338004003,0.9940333333333332,0.6915,0.3732767762460233,0.1662000000000001,0.0,0,0.0,0.044623859471675804,"kinesin-like protein, putative",
PF3D7_0806800,0.8204175007148985,0.1515666666666666,0.4014999999999999,0.98,-2.17745,6.0,0,1.0,0.8605457899544281,"V-type proton ATPase subunit a, putative",
PF3D7_0806900,0.2293394338004003,0.2439666666666666,0.502,0.5936675461741425,-2.13655,1.0,0,1.0,0.4133565797774222,"conserved protein, unknown function",
PF3D7_0807000,0.8169859879897055,0.4200666666666666,0.383,0.9504504504504504,-1.5858,0.0,0,1.0,0.8600590787506558,"YEATS domain-containing protein, putative",
PF3D7_0807300,0.8169859879897055,0.1130999999999999,0.442,0.8756218905472637,-2.31525,0.0,0,1.0,0.8321035798569331,ras-related protein Rab-18,RAB18
PF3D7_0807400,0.2293394338004003,0.5162,0.498,0.7539267015706806,0.006,0.0,0,1.0,0.2776232828342371,"coenzyme Q-binding protein COQ10 homolog, mitochondrial",COQ10
PF3D7_0807500,0.6642836717186159,0.5946333333333333,0.294,0.95,-1.4064,0.0,0,0.0,0.4006592726688391,"proteasome subunit alpha type-6, putative",
PF3D7_0807800,0.7505364039479331,0.446,0.071,1.0,-0.4117000000000002,0.0,0,1.0,0.5825072885057797,"26S proteasome regulatory subunit RPN10, putative",RPN10
PF3D7_0807900,0.5932227623677437,0.1727,0.2255,0.9490616621983914,-2.2371,0.0,0,1.0,0.7458414830834527,tyrosine--tRNA ligase,TyrRS
PF3D7_0808000,0.2293394338004003,0.7146666666666667,0.7869999999999999,0.1563876651982378,0.01255,0.0,0,1.0,0.10114460185940678,"conserved Plasmodium protein, unknown function",
PF3D7_0808100,0.4868458678867601,0.3917,0.8109999999999999,0.4617775015537601,-0.69525,2.0,0,1.0,0.34764613318428594,"AP-3 complex subunit delta, putative",
PF3D7_0808200,0.541410384780432,0.4478333333333333,0.4599999999999999,0.68760907504363,-1.96105,0.0,0,1.0,0.695973961671499,plasmepsin X,PMX
PF3D7_0808300,0.7436374034887046,0.5979333333333333,0.1815,0.5798319327731093,0.0778499999999999,0.0,0,1.0,0.24889281085050327,"ubiquitin regulatory protein, putative",
PF3D7_0808400,0.7436374034887046,0.961,0.594,0.9964028776978416,0.8906000000000001,0.0,0,0.0,0.3503176616323969,"coatomer subunit epsilon, putative",SEC28
PF3D7_0809400,0.2293394338004003,0.3683,0.291,0.3105882352941176,2.1399,0.0,0,0.0,0.0008381836097933708,"conserved protein, unknown function",
PF3D7_0809500,0.7436374034887046,0.2001333333333333,0.437,0.7211538461538461,-2.9998,0.0,0,1.0,0.836868518651961,"histone acetyltransferase subunit NuA4, putative",
PF3D7_0809700,0.2293394338004003,0.9956666666666668,0.265,0.728515625,0.0571999999999999,0.0,0,0.0,0.07681856899213686,RuvB-like helicase 1,RUVB1
PF3D7_0809900,0.8954369904162495,0.9993333333333334,0.429,0.6827586206896552,1.2937,0.0,0,0.0,0.11267337194004869,"JmjC domain-containing protein 1, putative",JmjC1
PF3D7_0810000,0.5579067772376323,0.9517666666666668,0.0675,0.9777777777777776,-0.8652,0.0,0,0.0,0.3471084505717609,"acyl-CoA binding protein, putative",
PF3D7_0810100,0.2293394338004003,0.3889,0.4519999999999999,0.7657657657657657,-1.09465,1.0,0,0.0,0.08789125102150007,"ribosomal protein L33, apicoplast, putative",
PF3D7_0810200,0.2293394338004003,0.1037666666666666,0.9865,0.4031914893617021,0.3669499999999999,0.0,0,1.0,0.07630908088407781,"ABC1 family, putative",ABCK1
PF3D7_0810300,0.6331140977981127,0.9963333333333332,0.466,0.5854545454545454,0.46865,0.0,0,0.0,0.10158151568576415,"protein phosphatase PPM5, putative",PPM5
PF3D7_0810400,0.2293394338004003,0.958,0.764,0.1956882255389718,1.561,7.0,0,0.0,0.007398249251681651,"aquaporin, putative",AQP2
PF3D7_0810500,0.7505364039479331,0.9692666666666666,0.184,0.9801980198019802,0.2834000000000001,0.0,0,0.0,0.28047770961044505,"protein phosphatase PPM7, putative",PPM7
PF3D7_0810600,0.7436374034887046,0.9123333333333332,0.1609999999999999,0.4527098831030818,0.3798,0.0,0,0.0,0.040621397071041676,"ATP-dependent RNA helicase DBP1, putative",DBP1
PF3D7_0810700,0.2293394338004003,0.6502333333333333,0.393,0.900709219858156,-0.51665,1.0,0,1.0,0.524680012223402,"conserved Plasmodium protein, unknown function",
PF3D7_0810800,0.7273377180440378,0.4079333333333333,0.6165,0.7762039660056658,-2.4726,0.0,1,1.0,0.8972826429465515,hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase,PPPK-DHPS
PF3D7_0810900,0.2293394338004003,0.3684666666666666,0.789,0.0,-0.6596000000000002,0.0,0,1.0,0.04988766534286409,"conserved Plasmodium protein, unknown function",
PF3D7_0810900,0.2293394338004003,0.3684666666666666,0.789,0.0,-0.6596000000000002,0.0,0,1.0,0.04988766534286409,"conserved Plasmodium protein, unknown function",
PF3D7_0811000,0.5932227623677437,0.1200666666666666,0.307,0.8492159227985525,-0.93985,0.0,0,1.0,0.4175421739161498,cullin-1,CUL1
PF3D7_0811100,0.2293394338004003,0.7202000000000001,0.191,0.4518518518518518,-1.1294,4.0,0,0.0,0.03546228736489421,"mitochondrial carrier protein, putative",
PF3D7_0811200,0.7436374034887046,0.2787,0.6054999999999999,0.5180935569285083,-0.5629,2.0,0,1.0,0.3367743038877512,"ER membrane protein complex subunit 1, putative",EMC1
PF3D7_0811300,0.7505364039479331,0.9976666666666666,0.2779999999999999,0.1448703494926719,0.4023000000000001,0.0,0,0.0,0.019911403314098755,CCR4-associated factor 1,CAF1
PF3D7_0811400,0.6331140977981127,0.9198666666666666,0.299,0.7648026315789473,0.0454000000000001,0.0,0,0.0,0.16076229422417074,"conserved protein, unknown function",
PF3D7_0811500,0.7436374034887046,0.1121666666666666,0.872,0.4594298245614035,-2.4313,0.0,0,1.0,0.7007021342427164,"histone-arginine methyltransferase CARM1, putative",CARM1
PF3D7_0811600,0.7505364039479331,0.0720666666666666,0.5685,0.1223140495867768,-2.6769,0.0,0,1.0,0.29669838514444236,"protein MAP1, putative",
PF3D7_0811800,0.2293394338004003,0.1821333333333333,0.508,0.5076660988074957,-2.6094,0.0,0,1.0,0.40489205606164413,"conserved Plasmodium protein, unknown function",
PF3D7_0811900,0.7273377180440378,0.0829333333333333,0.825,0.2865646258503401,-2.6355500000000003,1.0,0,1.0,0.5454513246964188,"RNA-binding protein, putative",
PF3D7_0812000,0.2293394338004003,0.1739333333333333,0.2299999999999999,0.534446764091858,-2.4418,0.0,0,1.0,0.27124281596294025,"conserved protein, unknown function",
PF3D7_0812300,0.2293394338004003,0.9921333333333332,0.62,0.5704989154013015,2.15465,1.0,0,0.0,0.015527700752340442,"sporozoite surface protein 3, putative",SSP3
PF3D7_0812400,0.6642836717186159,0.0992333333333333,0.6425000000000001,0.7889908256880734,-2.60305,0.0,0,1.0,0.8299503406404607,karyopherin alpha,KARalpha
PF3D7_0812500,0.8204175007148985,0.8888666666666666,0.4825,0.1221294363256784,2.47655,0.0,0,0.0,0.004435849097486296,"RNA-binding protein, putative",
PF3D7_0812700,0.6331140977981127,0.7414333333333333,0.1775,0.2042553191489361,0.3523499999999999,0.0,0,0.0,0.009822004277677081,"U1 small nuclear ribonucleoprotein C, putative",SNRPC
PF3D7_0813200,0.6642836717186159,0.1459666666666666,0.427,0.7955271565495208,-2.8683,0.0,0,1.0,0.8190668195304841,"CS domain protein, putative",
PF3D7_0813500,0.7273377180440378,0.9956666666666668,0.4725,0.3398058252427184,0.9293,0.0,0,0.0,0.03619610006863887,"PUB domain-containing protein, putative",
PF3D7_0813800,0.2293394338004003,0.7176333333333332,0.475,0.9943977591036416,0.0436,0.0,0,0.0,0.15745969100892546,"GDP-mannose 4,6-dehydratase",GMD
PF3D7_0813900,0.7505364039479331,0.0975999999999999,0.2605,0.9861111111111112,-3.04885,0.0,0,1.0,0.8914505991154257,"40S ribosomal protein S16, putative",RPS16
PF3D7_0814000,0.68974395651552,0.1571333333333333,0.2,0.9906976744186048,-0.7311499999999999,0.0,0,1.0,0.5190158564886838,"60S ribosomal protein L13-2, putative",
PF3D7_0814100,0.2293394338004003,0.1511666666666666,0.249,0.8243243243243243,-0.62225,0.0,0,1.0,0.19061628337398792,"conserved Plasmodium protein, unknown function",
PF3D7_0814200,0.7436374034887046,0.7112333333333334,0.487,0.4677419354838709,-0.9959,0.0,0,1.0,0.5549619246315283,DNA/RNA-binding protein Alba 1,ALBA1
PF3D7_0814300,0.7436374034887046,0.1221666666666666,0.4955,0.4266666666666667,-2.3322000000000003,0.0,0,1.0,0.4825146876245271,"AAA family ATPase, putative",
PF3D7_0814400,0.6642836717186159,0.6479333333333334,0.545,0.4918998527245949,-0.7310500000000001,0.0,0,1.0,0.4778367167017015,"phospholipase PLA1, putative",
PF3D7_0814500,0.4658278524449528,0.5974666666666666,0.2835,0.1372031662269129,-0.2287999999999999,0.0,0,1.0,0.05556069262341088,"conserved protein, unknown function",
PF3D7_0814600,0.6331140977981127,0.9783333333333334,0.37,0.9592875318066156,1.9697,0.0,0,0.0,0.09325321551483877,"structural integrity maintenance protein SIMP, putative",SIMP
PF3D7_0815100,0.2293394338004003,0.4362999999999999,0.429,0.4379487179487179,-1.1398,0.0,0,1.0,0.18563219622027172,"heptatricopeptide repeat and RAP domain-containing protein, putative",
PF3D7_0815200,0.6642836717186159,0.0816333333333333,0.2405,0.9714937286202964,-2.6581,0.0,0,1.0,0.8150191792228774,"importin subunit beta, putative",
PF3D7_0815300,0.2293394338004003,0.1291666666666666,0.48,0.3840947546531303,-2.29965,1.0,0,1.0,0.21710225301406055,"FAD-dependent monooxygenase, putative",
PF3D7_0815400,0.8169859879897055,0.2813,0.4555,0.7625,-2.08175,0.0,0,1.0,0.7982283030310008,"ATP synthase-associated protein, putative",ATPTG3
PF3D7_0815600,0.7273377180440378,0.1074,0.1335,0.5410447761194029,-2.6431,0.0,0,1.0,0.4604774156775075,"eukaryotic translation initiation factor 3 subunit G, putative",EIF3G
PF3D7_0815700,0.2293394338004003,0.1264333333333333,0.796,0.2627345844504021,-2.5173,4.0,0,1.0,0.27499043379644506,ubiquitin,Ub
PF3D7_0815800,0.5932227623677437,0.5190333333333333,0.7030000000000001,0.2013093289689034,-0.5828000000000001,0.0,0,1.0,0.1980605347165004,"vacuolar protein sorting-associated protein 9, putative",VPS9
PF3D7_0816000,0.8169859879897055,0.364,0.5285,0.7230142566191446,0.0392000000000001,0.0,0,1.0,0.44440551863158817,"ribosome assembly protein RRB1, putative",RRB1
PF3D7_0816100,0.8169859879897055,0.162,0.483,1.0,-2.912,0.0,0,1.0,0.9397580217485483,"phosphopantothenoylcysteine decarboxylase, putative",PPCDC
PF3D7_0816200,0.7436374034887046,0.1570333333333333,0.4625,0.5741626794258373,-2.78755,0.0,0,1.0,0.7045199672806962,"vacuolar protein sorting-associated protein 2, putative",VPS2
PF3D7_0816300,0.2293394338004003,0.7413333333333334,0.524,0.4594594594594595,0.1903999999999999,1.0,0,1.0,0.1575286023462112,male gamete fusion factor HAP2P,HAP2P
PF3D7_0816400,0.7273377180440378,0.9868333333333332,0.431,0.7081545064377682,-0.1514000000000001,0.0,0,0.0,0.24760341355763593,"EF-hand calcium-binding domain-containing protein, putative",
PF3D7_0816600,0.8737489276522734,0.2160666666666666,0.4065,0.8337765957446809,-2.02925,1.0,0,1.0,0.8113747569449935,chaperone protein ClpB1,ClpB1
PF3D7_0816700,0.2293394338004003,0.0981666666666666,0.6214999999999999,0.9230769230769232,-2.30965,0.0,0,1.0,0.7205215929000549,"trafficking protein particle complex subunit 2-like protein, putative",TRAPPC2L
